Lot;Pr_lot;Code;Name;Provider;Producer;Expire
07896252993009201901;7;002675     ;Хлористый натрий (Соль поваренная сушеная);Соль Петербурга;"ЗАО ""Азербайджанское Производственное Объединение Соль""";01.07.2021
05102041851506201517;21426;022559     ;Порошок блондирующий БЕЛЫЙ ESTEL ( HAUTE COUTURE);ДС Трейд Групп;Industrie Pagoda s.r.l.;01.05.2018
05102080372705201617;61387;022559     ;Порошок блондирующий БЕЛЫЙ ESTEL ( HAUTE COUTURE);ДС Трейд Групп;Industrie Pagoda s.r.l.;01.05.2019
11634146811311201703;157100113;001821     ;Аэросил 200 (Силика Т 30 (HDK T 30));НЕО Кемикал;Evonik Industries;30.09.2019
11634234600706201904;190440;000334     ;ЦСС (Hedrenol, Lanett, Калкол 8670, Алкотекс 1618 ФБ, VEGAROL 1618ТА, Екорол 68/30П);НЕО Кемикал;VVF Limited (GEO CHEM);01.03.2022
11634238550307201901;190276;000334     ;ЦСС (Hedrenol, Lanett, Калкол 8670, Алкотекс 1618 ФБ, VEGAROL 1618ТА, Екорол 68/30П);НЕО Кемикал;VVF Limited (GEO CHEM);01.02.2022
11634238550307201904;190654;000334     ;ЦСС (Hedrenol, Lanett, Калкол 8670, Алкотекс 1618 ФБ, VEGAROL 1618ТА, Екорол 68/30П);НЕО Кемикал;VVF Limited (GEO CHEM);01.05.2022
11634244610908201901;JA190605-1;000335     ;Сульфоэтоксилаты натрия (Emal 270 D, Texapon N70 Tainolin AES-70-2-NC,Sles 270D,СульфороканолЛ270/1);НЕО Кемикал;JIAXING ZANYU TECHNOLOGY DEVELOPMENT CO. (ZHEJIANG ZANYU NEW MATERIAL CO., LTD.);04.06.2021
14379254951110201904;189;001533     ;Дехитон(BetadetХР-50К,Чегина К40,Альбет,Лаукозол Б45,Галакси CAPBPLUS, Кокоамидопропилбетаин);Аминохим;"ООО ""АМИНОХИМ""";01.10.2020
08333082271406201602;16103 LAITVAN;018482     ;Молочко маное и ванили Monoi De TahitiVanilla Milk;ХСХ Хими ООО (бывший Теком-Хими), ИНН 7707083893;Industria Chimica Panzeri S.r.l.;01.10.2019
07896221221303201902;6;031358     ;Морская соль;Соль Петербурга;SALT OF THE EARTH EILAT LTD;02.07.2023
08432105052112201601;ТЕ1011;026410     ;Оливем 300 (olive oil PEG-7 esters);Эрбслёх;B&T;18.05.2019
05102072382103201616;60415;022559     ;Порошок блондирующий БЕЛЫЙ ESTEL ( HAUTE COUTURE);ДС Трейд Групп;Industrie Pagoda s.r.l.;01.02.2019
05102074590604201604;60877;022092     ;Паста осветляющая белая ZE.CR001W (Италия);ДС Трейд Групп;Industrie Pagoda s.r.l.;01.03.2019
05102080372705201607;61377;022559     ;Порошок блондирующий БЕЛЫЙ ESTEL ( HAUTE COUTURE);ДС Трейд Групп;Industrie Pagoda s.r.l.;01.05.2019
05102080372705201613;61383;022559     ;Порошок блондирующий БЕЛЫЙ ESTEL ( HAUTE COUTURE);ДС Трейд Групп;Industrie Pagoda s.r.l.;01.05.2019
06803220320603201906;14;003351     ;Комперлан 100 (Неопал МЕК, Галакси 100,Empilan CME/T,  amidet A-111Р,Cocamid MEA, PALMOCOL PMA 1100);ЕТС-Химические Материалы;"ООО ""АМИНОХИМ""";01.02.2021
06803223722803201901;DE-08;003807     ;Рицино Х 40М (Унитоп-ХЦО-40, UNITOP-HCO-40, ПЭГ-40) (НЕ ПРИНИМАТЬ!!!!);ЕТС-Химические Материалы;SPAK ORGOCHEM;01.08.2020
06803225500504201901;108;005874     ;Лаукозол 103 (Texapon SB 3 KC, Сетацин 103, Setacin 103 Spezial NP, сульфосукцинат ANS-30);ЕТС-Химические Материалы;"ООО ""Северо-Западные лаборатории и производство""";05.04.2020
06803226781204201903;86;005430     ;Эманон ХЕ (ПЕГ-7 глицерил кокоат, Неопал ХЕ, ПЭГ-7, Рокацет К0300Г);ЕТС-Химические Материалы;СЗЛП;12.03.2020
06803239010507201901;121716;004732     ;Пропиловый спирт (Н-пропанол);ЕТС-Химические Материалы;The ASPO Company;13.05.2020
06803241752407201901;907-356;001402     ;Изопропиловый спирт;ЕТС-Химические Материалы;"ПАО ""ХимПром""";01.07.2020
06803241762407201901;118;001533     ;Дехитон(BetadetХР-50К,Чегина К40,Альбет,Лаукозол Б45,Галакси CAPBPLUS, Кокоамидопропилбетаин);ЕТС-Химические Материалы;"ООО ""АМИНОХИМ""";01.06.2020
06803245841608201901;63P;001533     ;Дехитон(BetadetХР-50К,Чегина К40,Альбет,Лаукозол Б45,Галакси CAPBPLUS, Кокоамидопропилбетаин);ЕТС-Химические Материалы;"ООО ""АМИНОХИМ""";01.08.2020
06803120222704201701;GCR161215064;002658     ;Поликватерниум 7 (Кондиционер Р7 NA, Galsilk 700, Мирапол);ЕТС-Химические Материалы;Guangzhou Tinci High-Tech Materials Co.,Ltd;15.12.2017
06803140322709201706;YCR170531031;003928     ;Диметикон DC 193 (Силикон 526, ПЭГ-12 диметикон, RJS-3293, Sera Sol SC);ЕТС-Химические Материалы;Guangzhou Tinci High-Tech Materials Co.,Ltd;30.05.2019
06803149302911201706;GCR170927155;003986     ;Целкват SC240C (Ucare polymer JR-400) (поликватерниум-10, кондиционер П10);ЕТС-Химические Материалы;TINCI;27.09.2019
06803153892612201710;GCR170928130;003986     ;Целкват SC240C (Ucare polymer JR-400) (поликватерниум-10, кондиционер П10);ЕТС-Химические Материалы;TINCI;28.09.2019
06803187483107201801;YCR171215018;003928     ;Диметикон DC 193 (Силикон 526, ПЭГ-12 диметикон, RJS-3293, Sera Sol SC);ЕТС-Химические Материалы;Guangzhou Tinci High-Tech Materials Co.,Ltd;15.12.2019
06803187483107201802;GCR180508010;003986     ;Целкват SC240C (Ucare polymer JR-400) (поликватерниум-10, кондиционер П10);ЕТС-Химические Материалы;TINCI;08.05.2020
06803192222908201803;GCR170223005;004137     ;Миранол Ультра (C32) (С2М Conc NP) (ТС-МАВ 40 Кокоамфодиацетат Na, Miconol);ЕТС-Химические Материалы;Guangzhou Tinci High-Tech Materials Co.,Ltd;22.02.2019
06803195381709201801;E292-N;000334     ;ЦСС (Hedrenol, Lanett, Калкол 8670, Алкотекс 1618 ФБ, VEGAROL 1618ТА, Екорол 68/30П);ЕТС-Химические Материалы;PT Ecogreen Oleochemicals;22.06.2020
06803211712612201802;48Р;001533     ;Дехитон(BetadetХР-50К,Чегина К40,Альбет,Лаукозол Б45,Галакси CAPBPLUS, Кокоамидопропилбетаин);ЕТС-Химические Материалы;"ООО ""АМИНОХИМ""";01.12.2019
06803091453008201602;2МТ1605231;000097     ;Кислота лимонная;ЕТС-Химические Материалы;Weifang Ensign Industry Co., LTD;01.05.2019
06803101582411201604;569;005430     ;Эманон ХЕ (ПЕГ-7 глицерил кокоат, Неопал ХЕ, ПЭГ-7, Рокацет К0300Г);ЕТС-Химические Материалы;СЗЛП;29.10.2017
06803111722202201702;GCR160817068;004137     ;Миранол Ультра (C32) (С2М Conc NP) (ТС-МАВ 40 Кокоамфодиацетат Na, Miconol);ЕТС-Химические Материалы;Guangzhou Tinci High-Tech Materials Co.,Ltd;16.08.2018
06803122111805201703;М701421;000097     ;Кислота лимонная;ЕТС-Химические Материалы;TTCA Co. LTD.;01.01.2019
06803127222706201701;GCR161212009;004102     ;Диметикон DC 245 (SF 1202, Белсил ЦМ 040, Xaimeter PMX 0245, Силикон ЦМ 50, циклопентасилоксан, CM5);ЕТС-Химические Материалы;Tinci;12.11.2018
06803211682612201801;45Р;001533     ;Дехитон(BetadetХР-50К,Чегина К40,Альбет,Лаукозол Б45,Галакси CAPBPLUS, Кокоамидопропилбетаин);ЕТС-Химические Материалы;"ООО ""АМИНОХИМ""";01.12.2019
06803248470209201903;54;003351     ;Комперлан 100 (Неопал МЕК, Галакси 100,Empilan CME/T,  amidet A-111Р,Cocamid MEA, PALMOCOL PMA 1100);ЕТС-Химические Материалы;"ООО ""АМИНОХИМ""";01.08.2021
06803252712709201901;71Р;001533     ;Дехитон(BetadetХР-50К,Чегина К40,Альбет,Лаукозол Б45,Галакси CAPBPLUS, Кокоамидопропилбетаин);ЕТС-Химические Материалы;"ООО ""АМИНОХИМ""";01.08.2020
11953149032711201702;9137021;002653     ;Диметикон DC 8500;Крона (хим.сырье);DOW CORNING;20.10.2018
06803101582411201602;160906;003926     ;Плантакар (Plantacare 2000,Децилглюкозид,Милкозид 302, Алкилполигликозид С8-С14);ЕТС-Химические Материалы;NINGBO PANGS CHEM CO., LTD;08.09.2017
06803120232704201701;GCR170210184;001533     ;Дехитон(BetadetХР-50К,Чегина К40,Альбет,Лаукозол Б45,Галакси CAPBPLUS, Кокоамидопропилбетаин);ЕТС-Химические Материалы;Guangzhou Tinci High-Tech Materials Co.,Ltd;02.10.2019
06803214862901201901;3Р;001533     ;Дехитон(BetadetХР-50К,Чегина К40,Альбет,Лаукозол Б45,Галакси CAPBPLUS, Кокоамидопропилбетаин);ЕТС-Химические Материалы;"ООО ""АМИНОХИМ""";01.01.2020
06803221141303201905;GCR180530014;004137     ;Миранол Ультра (C32) (С2М Conc NP) (ТС-МАВ 40 Кокоамфодиацетат Na, Miconol);ЕТС-Химические Материалы;Guangzhou Tinci High-Tech Materials Co.,Ltd;30.05.2020
06803226781204201907;25;003351     ;Комперлан 100 (Неопал МЕК, Галакси 100,Empilan CME/T,  amidet A-111Р,Cocamid MEA, PALMOCOL PMA 1100);ЕТС-Химические Материалы;"ООО ""АМИНОХИМ""";01.03.2021
06803235071106201901;WQ0814-190320-01A;003926     ;Плантакар (Plantacare 2000,Децилглюкозид,Милкозид 302, Алкилполигликозид С8-С14);ЕТС-Химические Материалы;Jiang Su Wan Qi Biotechnology Co.Ltd;19.03.2021
12381246972308201902;1201854-1-1-1;014564     ;Отдушка Caribbian Splash;БЕРГХЕМИ;DROM FRAGRANCES;07.01.2021
12381158820102201801;1101105-7-1-1;004062     ;Отдушка Fit Fit (Mod 486286);БЕРГХЕМИ;DROM FRAGRANCES;04.06.2019
12381165682003201801;1113107-4-1-1;033314     ;Отдушка MAN  GENEVIE 30076511;БЕРГХЕМИ;Drom Fragrances;13.08.2020
12381211902712201803;1153377-4-1-1;027064     ;Отдушка Peggy 30016727;БЕРГХЕМИ;DROM FRAGRANCES;09.04.2020
12381230010705201903;1178347-2-1-1;014564     ;Отдушка Caribbian Splash;БЕРГХЕМИ;DROM FRAGRANCES;04.09.2020
03648143411910201701;BHS187-2017;003618     ;Перекись водорода асептическая;ПроХим;Eka Chemicals AB, Sweden (AkzoNobel);12.06.2018
12381178600706201802;1115453-2-1-1;004062     ;Отдушка Fit Fit (Mod 486286);БЕРГХЕМИ;DROM FRAGRANCES;12.09.2019
12381211762612201802;1159971-1-1-1;014564     ;Отдушка Caribbian Splash;БЕРГХЕМИ;DROM FRAGRANCES;20.05.2020
12381239050507201902;1195893-3-1-1;014564     ;Отдушка Caribbian Splash;БЕРГХЕМИ;DROM FRAGRANCES;04.12.2020
12381163500603201803;1103598-3-1-1;033316     ;Отдушка YOUTH BEAUTY 30087531 ;БЕРГХЕМИ;Drom Fragrances;12.07.2019
12381174721505201801;1115453-3-1-1;018480     ;Отдушка Wonderful Hair 49412269;БЕРГХЕМИ;DROM FRAGRANCES;12.09.2019
12381217181302201903;1168753-3-1-1;004011     ;Отдушка Elvi (441223);БЕРГХЕМИ;DROM FRAGRANCES;09.07.2020
12381226301004201901;1178347-1-1-1;024083     ;Отдушка New Arsenal 49456295;БЕРГХЕМИ;DROM FRAGRANCES;04.09.2020
03648157682901201801;BHS380-2017;003618     ;Перекись водорода асептическая;ПроХим;Eka Chemicals AB, Sweden (AkzoNobel);25.11.2018
03648165792103201801;ВНS056-2018;003618     ;Перекись водорода асептическая;ПроХим;Eka Chemicals AB, Sweden (AkzoNobel);12.02.2019
12381236301906201908;1189628-11-1-1;018475     ;Отдушка White Bouquet № 49396695;БЕРГХЕМИ;DROM FRAGRANCES;06.11.2020
12381248770309201902;1208081-5-1-1;004062     ;Отдушка Fit Fit (Mod 486286);БЕРГХЕМИ;DROM FRAGRANCES;09.02.2021
12381169281004201806;1117915-2-1-1;036304     ;Отдушка Mango 30134542;БЕРГХЕМИ;DROM FRAGRANCES;11.09.2019
12381220230503201902;1174226-4-1-1;005736     ;Отдушка Deeper RW;БЕРГХЕМИ;DROM FRAGRANCES;11.08.2020
12381226831204201902;1181740-1-1-1;041900     ;Отдушка MISS PASSIONATE 30225983;БЕРГХЕМИ;DROM FRAGRANCES;18.09.2020
03352074480504201602;10S-10c-18.02.16;000104     ;Поливинилпирролидон (полидон);Оргполимерсинтез;Orgpolymersynthesis SPb Ltd;18.02.2019
04918044760907201502;421324;018467     ;Кофеин (Caffeine);Банг & Бонсомер Москва ООО;Biocosmethic;10.06.2019
04918044760907201505;4312526895;012828     ;Бетафин (Betafin BP 20, Genencare OSMS BA/Danisco, Бетаин, Реаква BT99);Банг & Бонсомер Москва ООО;Danisco;04.05.2018
04918054540810201501;15FLVM003;010711     ;Гексаметилдисилоксан (Диметикон DC 200/065, Белсил ДМ 0,65, SF1000NFC065, ZX-0130, RJ-MM, SeraSense);Банг & Бонсомер Москва ООО;Momentive Performance Materials GmbH Inc.;30.05.2017
04918128220507201702;2535131;000398     ;Ксантановая камедь;Банг & Бонсомер Москва ООО;Jungbunzlauer Inc;01.03.2020
04918144622610201704;17HSVC136;014938     ;Силикон SF1632;Банг & Бонсомер Москва ООО;Momentive Performance Materials GmbH Inc.;10.08.2020
04918150090412201702;2535133;000398     ;Ксантановая камедь;Банг & Бонсомер Москва ООО;Jungbunzlauer Inc;01.05.2020
04918157302501201807;4313101372;012828     ;Бетафин (Betafin BP 20, Genencare OSMS BA/Danisco, Бетаин, Реаква BT99);Банг & Бонсомер Москва ООО;Danisco;12.10.2020
06017040042705201504;HG14913;004137     ;Миранол Ультра (C32) (С2М Conc NP) (ТС-МАВ 40 Кокоамфодиацетат Na, Miconol);Интердисп;Solvay;03.11.2015
06017069852902201601;2A0695M;000096     ;Диэтаноламиды (Комперлан КД, Амидет Б-112, Эденол ЦДЕ М,Emersense AM 8025, Коко Диэтаноламид, PDA);Интердисп;KLK OLEO;22.12.2016
04918056952910201506;UF15097009;026638     ;Бьюплекс (Beauplex VH);Банг & Бонсомер Москва ООО;DSM;14.05.2019
04918070570303201601;4312629499;012828     ;Бетафин (Betafin BP 20, Genencare OSMS BA/Danisco, Бетаин, Реаква BT99);Банг & Бонсомер Москва ООО;Danisco;05.10.2018
04918086952207201601;4312726436;012828     ;Бетафин (Betafin BP 20, Genencare OSMS BA/Danisco, Бетаин, Реаква BT99);Банг & Бонсомер Москва ООО;Danisco;30.03.2019
